,1,2,3,4,5,6,7,8,9,normalized,total_demand,total_supply
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9082,0.7714,0.3173,0.7221,0.7336,0.3226,101022.0622,16914.9883,0.7286,8.954451239390472,24.630138397216797,40.80261993408203
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.8979,0.6805,0.3295,0.702,0.7362,0.2902,133420.5477,16896.2852,0.7132,8.99114933305755,23.94562530517578,40.07033157348633
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8929,0.6869,0.3212,0.6991,0.7279,0.3811,130446.1736,16838.832,0.7011,8.901782756946488,23.84705352783203,40.01891326904297
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.8908,0.6784,0.325,0.6866,0.7287,0.2776,133786.6433,16900.168,0.6915,8.977613150967235,23.418964385986328,40.02434158325195
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.89,0.6791,0.3291,0.6871,0.7323,0.2769,132921.2896,16909.3789,0.6873,8.989946116871744,23.43532943725586,39.913818359375
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8898,0.5608,0.3411,0.6856,0.7336,0.1462,163842.2804,16969.75,0.6961,9.0,23.38695526123047,39.72269821166992
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8979,0.6805,0.3295,0.702,0.7362,0.2902,133420.5477,16896.2852,0.7132,8.99114933305755,23.94562530517578,40.07033157348633
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.8815,0.4674,0.307,0.7023,0.6828,0.1162,203884.5297,17133.957,0.7177,8.923468422605971,23.956878662109375,38.3261604309082
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8805,0.4466,0.3042,0.7012,0.6815,0.1127,209389.655,17134.3125,0.7167,8.91504590930533,23.91823959350586,38.35505676269531
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.8811,0.4375,0.306,0.6999,0.6822,0.1113,211540.8854,17134.7363,0.7147,8.920460382141458,23.87433624267578,38.339385986328125
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8829,0.4642,0.3075,0.7038,0.685,0.1212,205082.9528,17134.3555,0.721,8.924972442838229,24.007238388061523,38.34257125854492
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8685,0.4586,0.3031,0.6953,0.6749,0.1226,199030.4317,17140.7012,0.7083,8.911737064794366,23.717037200927734,38.310386657714844
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8815,0.4674,0.307,0.7023,0.6828,0.1162,203884.5297,17133.957,0.7177,8.923468422605971,23.956878662109375,38.3261604309082
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9102,0.7739,0.3148,0.7295,0.735,0.336,99913.1335,16892.9336,0.7379,8.946931138229186,24.882537841796875,40.87480163574219
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9082,0.7714,0.3173,0.7221,0.7336,0.3226,101022.0622,16914.9883,0.7286,8.954451239390472,24.630138397216797,40.80261993408203
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9092,0.7732,0.315,0.7299,0.7351,0.3353,100770.4791,16912.748,0.7378,8.94753274632209,24.896961212158203,40.91539001464844
"(('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9072,0.7665,0.3209,0.7227,0.7366,0.3216,101779.39,16929.2637,0.7296,8.965280185062724,24.65179443359375,40.740577697753906
"(('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9105,0.7725,0.3167,0.7324,0.736,0.3353,100799.5357,16890.6543,0.7417,8.952646415111763,24.98212432861328,40.87810516357422
"(('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.908,0.7746,0.31,0.7283,0.7303,0.336,100094.5471,16916.5312,0.7356,8.932492543999516,24.84246063232422,40.96499252319336
"(('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9083,0.7725,0.315,0.7256,0.7332,0.335,100655.0059,16903.9609,0.7321,8.94753274632209,24.749935150146484,40.847442626953125
"(('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9101,0.7732,0.3129,0.7325,0.7332,0.3353,100316.9465,16905.6426,0.7425,8.941215861346608,24.98589324951172,40.918067932128906
"(('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9099,0.7732,0.318,0.7266,0.7364,0.3353,100691.9257,16912.7285,0.7337,8.956556867715634,24.785736083984375,40.83708953857422
"(('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9105,0.7725,0.3167,0.7324,0.736,0.3353,100799.5357,16890.6543,0.7417,8.952646415111763,24.98212432861328,40.87810516357422
"(('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8926,0.6869,0.3212,0.697,0.7273,0.3815,130488.9463,16861.7012,0.6995,8.901178071110493,23.773160934448242,40.0549430847168
"(('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8956,0.6809,0.3286,0.6969,0.7338,0.2902,133402.052,16886.7598,0.7062,8.988442096639487,23.772186279296875,40.017948150634766
"(('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8933,0.6802,0.321,0.6985,0.7267,0.2899,133492.8362,16899.4707,0.7074,8.965580989109176,23.824562072753906,40.136348724365234
"(('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8938,0.6805,0.325,0.6944,0.73,0.2899,133463.4407,16897.8848,0.7014,8.977613150967235,23.68655014038086,40.09592819213867
"(('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8832,0.447,0.3071,0.7033,0.6848,0.1134,208353.6332,17135.1094,0.7202,8.923769226652425,23.9898738861084,38.342628479003906
"(('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8822,0.4357,0.308,0.7037,0.684,0.1113,211497.2258,17134.5449,0.7209,8.926476463070486,24.002763748168945,38.32065200805664
"(('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8809,0.4192,0.3061,0.6988,0.6828,0.1117,215689.5843,17132.75,0.7122,8.92076118618791,23.836040496826172,38.34257125854492
"(('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8814,0.4294,0.307,0.7019,0.6827,0.1113,213539.9197,17134.2969,0.7182,8.923468422605971,23.9425106048584,38.32650375366211
"(('V_CO', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9105,0.7725,0.3167,0.7324,0.736,0.3353,100799.5357,16890.6543,0.7417,8.952646415111763,24.98212432861328,40.87810516357422
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9293,0.7894,0.3329,0.7536,0.7729,0.3389,93686.0453,16772.1797,0.7692,8.986470047849682,25.70516586303711,42.51348114013672
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9283,0.7894,0.3322,0.7496,0.77,0.3389,93602.7271,16775.334,0.7649,8.998333495687778,25.567703247070312,42.508182525634766
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9285,0.7224,0.3305,0.7504,0.7697,0.3149,123716.6937,16792.0293,0.7667,8.994157373522064,25.595890045166016,42.556968688964844
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9286,0.7894,0.3319,0.7513,0.7706,0.3392,93540.524,16764.5,0.7674,8.995682660432076,25.626869201660156,42.50118637084961
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9125,0.7027,0.3378,0.7188,0.7606,0.3012,124752.487,16751.9258,0.7348,8.998619838022364,24.51892852783203,41.69647216796875
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9113,0.714,0.3357,0.7153,0.7591,0.3022,120254.2662,16704.3184,0.7226,8.995781854220127,24.399654388427734,41.6451416015625
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9148,0.7048,0.3385,0.7216,0.7629,0.3022,124540.4184,16743.0391,0.7381,8.99809008192026,24.612632751464844,41.704002380371094
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9129,0.6985,0.336,0.7216,0.7603,0.3012,127291.2029,16707.3105,0.7325,8.995960220006427,24.612712860107422,41.65625762939453
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9103,0.7196,0.3332,0.7182,0.7566,0.3022,118681.8994,16756.1406,0.7336,8.998871091695735,24.49829864501953,41.731563568115234
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9125,0.7027,0.3378,0.7188,0.7606,0.3012,124752.487,16751.9258,0.7348,8.998619838022364,24.51892852783203,41.69647216796875
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9235,0.7429,0.3272,0.7484,0.7601,0.3223,111823.6453,16770.6836,0.7656,8.98396887250578,25.529075622558594,42.22970199584961
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9234,0.7238,0.3261,0.7454,0.7603,0.3163,119121.6832,16772.7227,0.7615,8.98078158331544,25.425195693969727,42.26311111450195
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9235,0.7432,0.3249,0.7463,0.7599,0.3216,111679.9581,16762.7246,0.7612,8.97657592561127,25.456771850585938,42.25997543334961
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9282,0.7246,0.3308,0.7528,0.7668,0.3149,119081.5394,16784.5195,0.7724,8.994301543840654,25.67892074584961,42.26932144165039
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9193,0.7432,0.321,0.7383,0.7539,0.3212,111812.1317,16772.4883,0.7505,8.965426603837125,25.181861877441406,42.27033996582031
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9235,0.7429,0.3272,0.7484,0.7601,0.3223,111823.6453,16770.6836,0.7656,8.98396887250578,25.529075622558594,42.22970199584961
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9285,0.7224,0.3305,0.7504,0.7697,0.3149,123716.6937,16792.0293,0.7667,8.994157373522064,25.595890045166016,42.556968688964844
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9286,0.7894,0.3319,0.7513,0.7706,0.3392,93540.524,16764.5,0.7674,8.995682660432076,25.626869201660156,42.50118637084961
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9293,0.7894,0.3329,0.7536,0.7729,0.3389,93686.0453,16772.1797,0.7692,8.986470047849682,25.70516586303711,42.51348114013672
"(('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9283,0.7894,0.3322,0.7496,0.77,0.3389,93602.7271,16775.334,0.7649,8.998333495687778,25.567703247070312,42.508182525634766
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9275,0.789,0.3314,0.7495,0.7691,0.3381,93619.2444,16772.9883,0.7645,8.996584371865413,25.56620979309082,42.49637985229492
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9284,0.7728,0.3246,0.7555,0.7656,0.3346,100948.1743,16745.9199,0.7686,8.969861213938902,25.76862335205078,42.54920196533203
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9277,0.7633,0.3259,0.7525,0.7667,0.329,105001.2967,16790.8633,0.7667,8.980320387385298,25.669469833374023,42.59444046020508
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9283,0.7686,0.3295,0.7505,0.7693,0.3385,101381.3587,16790.0293,0.766,8.991148534335505,25.59822654724121,42.55221939086914
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9259,0.7756,0.3282,0.7477,0.7672,0.3378,98903.672,16798.957,0.7622,8.987238880453681,25.504894256591797,42.563438415527344
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9275,0.789,0.3314,0.7495,0.7691,0.3381,93619.2444,16772.9883,0.7645,8.996584371865413,25.56620979309082,42.49637985229492
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.91,0.733,0.3332,0.719,0.7556,0.466,111599.1938,16648.6953,0.7239,8.799721627632012,24.52592658996582,41.58959197998047
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9139,0.7168,0.3367,0.7246,0.7609,0.3022,118989.5774,16765.1973,0.7422,8.99941098187881,24.717437744140625,41.739009857177734
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9052,0.6971,0.3329,0.7091,0.7452,0.4509,123462.8667,16592.1934,0.7034,8.819180313061029,24.188129425048828,41.52207565307617
"(('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9117,0.7172,0.3356,0.7179,0.7583,0.3019,119295.8366,16775.4668,0.7327,9.0,24.488327026367188,41.746761322021484
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9231,0.7429,0.3239,0.7491,0.7585,0.3223,111872.7438,16807.1152,0.7668,8.974304306456268,25.552244186401367,42.3060417175293
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9232,0.7425,0.3255,0.7444,0.7597,0.3212,112081.6523,16794.3867,0.7591,8.979117171199492,25.39090919494629,42.28021240234375
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9255,0.715,0.3261,0.7533,0.7626,0.311,122508.8313,16805.8672,0.771,8.980921995478202,25.693586349487305,42.3179931640625
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9266,0.7246,0.3308,0.7503,0.7636,0.3145,119088.8606,16784.3711,0.7699,8.995059785661418,25.592193603515625,42.23853302001953
"(('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9275,0.789,0.3314,0.7495,0.7691,0.3381,93619.2444,16772.9883,0.7645,8.996584371865413,25.56620979309082,42.49637985229492
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9273,0.7904,0.3312,0.7496,0.7683,0.3385,93566.9161,16770.9453,0.7651,8.99530131613434,25.570507049560547,42.48411560058594
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9252,0.7774,0.3262,0.7444,0.7636,0.3385,98077.2534,16775.3789,0.7573,8.981222000802607,25.390892028808594,42.53081130981445
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9272,0.777,0.3305,0.7495,0.7698,0.3381,98743.7121,16783.3066,0.7643,8.994157373522064,25.565980911254883,42.531776428222656
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9274,0.7777,0.3288,0.7503,0.7694,0.3389,98330.1272,16786.8594,0.7654,8.98843822017435,25.591629028320312,42.55217361450195
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9269,0.777,0.3284,0.7493,0.7694,0.3385,98481.9348,16790.4863,0.7642,8.98783968982454,25.55866050720215,42.57407760620117
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9273,0.7904,0.3312,0.7496,0.7683,0.3385,93566.9161,16770.9453,0.7651,8.99530131613434,25.570507049560547,42.48411560058594
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9103,0.7031,0.3357,0.7142,0.7585,0.3019,125155.8569,16723.8828,0.7227,8.99694813194797,24.36173439025879,41.649925231933594
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.915,0.7069,0.3385,0.7265,0.7633,0.3019,123778.1003,16760.9902,0.7458,8.999160187219694,24.780914306640625,41.71550369262695
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9168,0.721,0.3403,0.7275,0.7645,0.3029,118412.2663,16771.3086,0.7465,8.99977529016724,24.8144474029541,41.71290969848633
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9175,0.7041,0.342,0.7288,0.7673,0.3012,124776.3788,16728.3809,0.7491,8.997216273769217,24.85890007019043,41.66485595703125
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9265,0.721,0.3297,0.7497,0.7652,0.3124,119414.0648,16780.8887,0.7675,8.991750941150453,25.5738582611084,42.25482940673828
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9197,0.677,0.3227,0.7455,0.7553,0.2973,140309.8786,16754.2598,0.7629,8.969453630891712,25.428359985351562,42.24663162231445
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9252,0.7432,0.3297,0.7446,0.7631,0.3223,112106.7544,16790.7969,0.7598,8.991750941150453,25.39870262145996,42.263694763183594
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9205,0.7274,0.3239,0.7488,0.7563,0.3135,115340.062,16728.5996,0.7674,8.971533617422592,25.5413761138916,42.203189849853516
"(('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9273,0.7904,0.3312,0.7496,0.7683,0.3385,93566.9161,16770.9453,0.7651,8.99530131613434,25.570507049560547,42.48411560058594
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9285,0.7224,0.3305,0.7504,0.7697,0.3149,123716.6937,16792.0293,0.7667,8.994157373522064,25.595890045166016,42.556968688964844
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9286,0.7894,0.3319,0.7513,0.7706,0.3392,93540.524,16764.5,0.7674,8.995682660432076,25.626869201660156,42.50118637084961
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9293,0.7894,0.3329,0.7536,0.7729,0.3389,93686.0453,16772.1797,0.7692,8.986470047849682,25.70516586303711,42.51348114013672
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9283,0.7894,0.3322,0.7496,0.77,0.3389,93602.7271,16775.334,0.7649,8.998333495687778,25.567703247070312,42.508182525634766
"(('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9125,0.7027,0.3378,0.7188,0.7606,0.3012,124752.487,16751.9258,0.7348,8.998619838022364,24.51892852783203,41.69647216796875
"(('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9235,0.7429,0.3272,0.7484,0.7601,0.3223,111823.6453,16770.6836,0.7656,8.98396887250578,25.529075622558594,42.22970199584961
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'))",0.929,0.7753,0.3294,0.7517,0.7734,0.3378,99527.5381,16692.3145,0.767,8.973866063228009,25.63943099975586,43.04951095581055
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'))",0.9216,0.7393,0.3401,0.7386,0.7742,0.4664,110402.8894,16668.9102,0.7591,8.784785344008704,25.19537353515625,42.271793365478516
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'))",0.9222,0.7045,0.3427,0.7326,0.7769,0.3026,124782.1473,16691.7344,0.7524,8.967723335292632,24.989852905273438,42.2867546081543
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'))",0.9172,0.7246,0.3355,0.7304,0.768,0.4657,116168.4497,16603.4746,0.7439,8.79747943474237,24.914981842041016,42.19318771362305
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'morning'))",0.9159,0.7048,0.3359,0.7249,0.7683,0.3026,124690.5515,16693.1016,0.7416,8.995113195635266,24.725343704223633,42.316802978515625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9243,0.7249,0.3249,0.7447,0.7648,0.317,118873.7534,16732.0156,0.7595,8.974745293302366,25.40033721923828,42.87012481689453
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9243,0.7256,0.3242,0.7504,0.7649,0.317,118690.4032,16765.7441,0.7682,8.974650296447813,25.59616470336914,42.9058837890625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9287,0.7256,0.3279,0.7533,0.771,0.3167,118842.7247,16732.4453,0.7714,8.982210027415794,25.693559646606445,42.872352600097656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9235,0.7436,0.3221,0.7506,0.7636,0.3219,111491.5685,16711.6465,0.7676,8.96510853230355,25.601909637451172,42.846961975097656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.929,0.7753,0.3294,0.7517,0.7734,0.3378,99527.5381,16692.3145,0.767,8.973866063228009,25.63943099975586,43.04951095581055
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9289,0.7767,0.3255,0.7567,0.7731,0.3389,98646.2544,16694.8262,0.7731,8.949460536012527,25.811376571655273,43.10606384277344
