,1,2,3,4,5,6,7,8,9,normalized,total_demand,total_supply
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9304,0.7911,0.3282,0.7564,0.7748,0.3381,93675.1818,16706.4961,0.7729,8.931925437128879,25.801197052001953,43.09973907470703
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9323,0.7925,0.3293,0.7603,0.777,0.3392,92725.474,16684.1055,0.7779,8.8422451931256,25.934741973876953,43.06755447387695
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.93,0.789,0.3278,0.7581,0.7746,0.3385,94142.2034,16706.9844,0.7761,8.919543867520112,25.85959243774414,43.10228729248047
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.929,0.7753,0.3294,0.7517,0.7734,0.3378,99527.5381,16692.3145,0.767,8.973866063228009,25.63943099975586,43.04951095581055
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9356,0.788,0.332,0.765,0.78,0.3315,94901.8634,16693.2988,0.7815,8.777046677101124,26.095848083496094,43.089317321777344
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9285,0.7876,0.3269,0.7569,0.7725,0.3364,94665.8096,16738.6289,0.7751,8.949909644619467,25.81792449951172,43.12678146362305
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9326,0.7901,0.3308,0.7603,0.7786,0.3374,93483.0324,16693.3496,0.7784,8.852984490372576,25.932296752929688,43.06987762451172
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9274,0.7887,0.3254,0.7534,0.7712,0.3364,94269.5132,16716.6035,0.7696,8.972873582891399,25.699527740478516,43.112552642822266
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9149,0.714,0.336,0.7227,0.7661,0.3019,119842.433,16702.2852,0.738,8.995660650611724,24.650516510009766,42.32072448730469
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8814,0.7256,0.3445,0.7006,0.7398,0.5037,108738.7445,15880.0029,0.6445,8.696906510984888,23.898475646972656,41.20159912109375
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.915,0.7429,0.3355,0.7251,0.7575,0.5041,104881.2163,16493.6094,0.7241,8.732880283706743,24.73379135131836,42.073089599609375
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9171,0.6985,0.3342,0.7308,0.7649,0.4551,126002.5909,16582.8984,0.7399,8.81227701600297,24.926206588745117,42.17414093017578
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9179,0.7386,0.3359,0.7308,0.7699,0.4664,110367.8416,16695.0352,0.7478,8.801879367082783,24.926151275634766,42.33755111694336
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9149,0.714,0.336,0.7227,0.7661,0.3019,119842.433,16702.2852,0.738,8.995660650611724,24.650516510009766,42.32072448730469
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9272,0.7443,0.3287,0.7538,0.7702,0.3212,111222.0899,16762.7285,0.7724,8.9872484700434,25.710899353027344,42.87297058105469
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.927,0.72,0.3211,0.7571,0.7635,0.3149,120636.2971,16644.5156,0.7696,8.946775647437965,25.826040267944336,42.83253479003906
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9247,0.7422,0.3203,0.7514,0.7631,0.3174,111932.8159,16702.3711,0.7655,8.959141132087243,25.630069732666016,42.886600494384766
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.929,0.7256,0.3275,0.7557,0.771,0.3167,118723.2122,16689.5117,0.7736,8.966796196706367,25.776084899902344,42.83195877075195
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9254,0.7464,0.3242,0.7525,0.7659,0.3205,110287.8546,16700.2656,0.7706,8.970746976325422,25.666824340820312,42.82136154174805
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9272,0.7443,0.3287,0.7538,0.7702,0.3212,111222.0899,16762.7285,0.7724,8.9872484700434,25.710899353027344,42.87297058105469
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9326,0.7901,0.3308,0.7603,0.7786,0.3374,93483.0324,16693.3496,0.7784,8.852984490372576,25.932296752929688,43.06987762451172
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9274,0.7887,0.3254,0.7534,0.7712,0.3364,94269.5132,16716.6035,0.7696,8.972873582891399,25.699527740478516,43.112552642822266
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9356,0.788,0.332,0.765,0.78,0.3315,94901.8634,16693.2988,0.7815,8.777046677101124,26.095848083496094,43.089317321777344
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9285,0.7876,0.3269,0.7569,0.7725,0.3364,94665.8096,16738.6289,0.7751,8.949909644619467,25.81792449951172,43.12678146362305
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9278,0.788,0.3267,0.7514,0.7709,0.3378,94533.7573,16735.5996,0.767,8.979224402831974,25.630123138427734,43.11170959472656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9282,0.7841,0.3278,0.7524,0.7734,0.3385,95468.1573,16713.2051,0.7677,8.9702977352446,25.663188934326172,43.095767974853516
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.932,0.7929,0.3301,0.7609,0.777,0.3381,92631.805,16690.8418,0.7791,8.839723699058558,25.95423698425293,43.04945373535156
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9293,0.7894,0.3287,0.7573,0.7751,0.3385,94022.0395,16701.6895,0.7745,8.939908754583245,25.83283233642578,43.07359313964844
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9237,0.7281,0.345,0.737,0.7782,0.3043,116727.6917,16696.8984,0.7584,8.96236331484166,25.138744354248047,42.25714111328125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9189,0.7238,0.3362,0.7373,0.7668,0.304,117613.3937,16578.834,0.7508,8.988301447925448,25.149831771850586,42.13618087768555
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9217,0.7411,0.3404,0.7392,0.775,0.4664,110053.1529,16656.459,0.7595,8.780555187419088,25.215158462524414,42.24895477294922
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9155,0.7062,0.3341,0.7284,0.7659,0.3033,124788.6624,16614.9746,0.7421,8.990455870082572,24.84589958190918,42.20878601074219
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9184,0.7055,0.3369,0.7324,0.7721,0.3026,124267.8848,16643.0918,0.7523,8.985751116825288,24.9809627532959,42.279266357421875
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9237,0.7281,0.345,0.737,0.7782,0.3043,116727.6917,16696.8984,0.7584,8.96236331484166,25.138744354248047,42.25714111328125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9291,0.7467,0.3302,0.756,0.7719,0.323,110773.878,16728.7012,0.7746,8.967656553397077,25.785999298095703,42.83519744873047
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9262,0.7464,0.3247,0.751,0.7673,0.3226,110913.2743,16708.2324,0.7669,8.972725915359288,25.618165969848633,42.85432434082031
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9233,0.7425,0.3227,0.7499,0.7634,0.3205,112505.0902,16679.1074,0.7671,8.9649736279111,25.58014678955078,42.807716369628906
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9244,0.7281,0.3223,0.7521,0.7629,0.3135,115314.5981,16649.3125,0.77,8.961994270965889,25.653743743896484,42.79033279418945
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9083,0.6509,0.319,0.7581,0.7475,0.285,141051.7836,16541.4844,0.784,8.878560332280422,25.859237670898438,42.5750617980957
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9291,0.7467,0.3302,0.756,0.7719,0.323,110773.878,16728.7012,0.7746,8.967656553397077,25.785999298095703,42.83519744873047
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.932,0.7929,0.3301,0.7609,0.777,0.3381,92631.805,16690.8418,0.7791,8.839723699058558,25.95423698425293,43.04945373535156
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9293,0.7894,0.3287,0.7573,0.7751,0.3385,94022.0395,16701.6895,0.7745,8.939908754583245,25.83283233642578,43.07359313964844
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9278,0.788,0.3267,0.7514,0.7709,0.3378,94533.7573,16735.5996,0.767,8.979224402831974,25.630123138427734,43.11170959472656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9282,0.7841,0.3278,0.7524,0.7734,0.3385,95468.1573,16713.2051,0.7677,8.9702977352446,25.663188934326172,43.095767974853516
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.929,0.7753,0.3294,0.7517,0.7734,0.3378,99527.5381,16692.3145,0.767,8.973866063228009,25.63943099975586,43.04951095581055
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9289,0.7767,0.3255,0.7567,0.7731,0.3389,98646.2544,16694.8262,0.7731,8.949460536012527,25.811376571655273,43.10606384277344
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9304,0.7911,0.3282,0.7564,0.7748,0.3381,93675.1818,16706.4961,0.7729,8.931925437128879,25.801197052001953,43.09973907470703
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9323,0.7925,0.3293,0.7603,0.777,0.3392,92725.474,16684.1055,0.7779,8.8422451931256,25.934741973876953,43.06755447387695
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.93,0.789,0.3278,0.7581,0.7746,0.3385,94142.2034,16706.9844,0.7761,8.919543867520112,25.85959243774414,43.10228729248047
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.929,0.7753,0.3294,0.7517,0.7734,0.3378,99527.5381,16692.3145,0.767,8.973866063228009,25.63943099975586,43.04951095581055
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9172,0.7246,0.3355,0.7304,0.768,0.4657,116168.4497,16603.4746,0.7439,8.79747943474237,24.914981842041016,42.19318771362305
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9159,0.7048,0.3359,0.7249,0.7683,0.3026,124690.5515,16693.1016,0.7416,8.995113195635266,24.725343704223633,42.316802978515625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9216,0.7393,0.3401,0.7386,0.7742,0.4664,110402.8894,16668.9102,0.7591,8.784785344008704,25.19537353515625,42.271793365478516
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9222,0.7045,0.3427,0.7326,0.7769,0.3026,124782.1473,16691.7344,0.7524,8.967723335292632,24.989852905273438,42.2867546081543
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9287,0.7256,0.3279,0.7533,0.771,0.3167,118842.7247,16732.4453,0.7714,8.982210027415794,25.693559646606445,42.872352600097656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9235,0.7436,0.3221,0.7506,0.7636,0.3219,111491.5685,16711.6465,0.7676,8.96510853230355,25.601909637451172,42.846961975097656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9243,0.7249,0.3249,0.7447,0.7648,0.317,118873.7534,16732.0156,0.7595,8.974745293302366,25.40033721923828,42.87012481689453
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9243,0.7256,0.3242,0.7504,0.7649,0.317,118690.4032,16765.7441,0.7682,8.974650296447813,25.59616470336914,42.9058837890625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.929,0.7753,0.3294,0.7517,0.7734,0.3378,99527.5381,16692.3145,0.767,8.973866063228009,25.63943099975586,43.04951095581055
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9016,0.746,0.3273,0.7025,0.6948,0.2399,103927.001,16939.0527,0.7087,8.984531644035618,23.963584899902344,38.991859436035156
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9028,0.7453,0.3288,0.703,0.6979,0.2395,103997.1787,16949.1758,0.7097,8.98904370473239,23.977981567382812,39.011714935302734
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9023,0.7422,0.3295,0.7057,0.6974,0.2395,105062.4736,16950.6016,0.7131,8.99114933305755,24.072614669799805,38.92314147949219
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9045,0.7619,0.3282,0.7084,0.7021,0.2769,99726.6664,16947.0957,0.7127,8.987238880453681,24.16322135925293,39.02010726928711
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.8401,0.5195,0.3605,0.5912,0.6024,0.1539,165193.6647,16927.9844,0.5617,9.0,20.165990829467773,31.947500228881836
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8418,0.5284,0.3615,0.5944,0.6069,0.1564,163624.151,16950.0508,0.5659,9.0,20.27639389038086,31.96407699584961
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.8432,0.521,0.3639,0.5968,0.6111,0.1539,164793.8306,16917.8867,0.5728,9.0,20.356136322021484,31.960329055786133
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.842,0.5231,0.3597,0.5953,0.6084,0.1539,164382.5919,16923.1914,0.57,9.0,20.30467987060547,31.97440528869629
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8379,0.5093,0.3579,0.5887,0.6054,0.1536,169806.3597,16894.9531,0.5636,9.0,20.081987380981445,31.978086471557617
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8401,0.5195,0.3605,0.5912,0.6024,0.1539,165193.6647,16927.9844,0.5617,9.0,20.165990829467773,31.947500228881836
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.8939,0.6738,0.3217,0.6926,0.6824,0.2106,131839.8636,16956.0215,0.6983,8.967686617434337,23.625823974609375,38.70935821533203
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8941,0.671,0.3242,0.6966,0.6842,0.2103,132306.0945,16969.2012,0.7046,8.975206718595622,23.761167526245117,38.637229919433594
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.8928,0.6886,0.3197,0.6946,0.6849,0.2223,126836.4851,16953.4414,0.702,8.961670536505308,23.693084716796875,38.717124938964844
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8955,0.6728,0.3236,0.6983,0.6873,0.2117,131783.7541,16959.2305,0.7066,8.973401894316915,23.818531036376953,38.64156723022461
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8912,0.6664,0.3168,0.6909,0.6801,0.2096,133344.8894,16946.4395,0.6965,8.952947219158215,23.565670013427734,38.72201156616211
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.8939,0.6738,0.3217,0.6926,0.6824,0.2106,131839.8636,16956.0215,0.6983,8.967686617434337,23.625823974609375,38.70935821533203
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9023,0.7422,0.3295,0.7057,0.6974,0.2395,105062.4736,16950.6016,0.7131,8.99114933305755,24.072614669799805,38.92314147949219
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9045,0.7619,0.3282,0.7084,0.7021,0.2769,99726.6664,16947.0957,0.7127,8.987238880453681,24.16322135925293,39.02010726928711
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9016,0.746,0.3273,0.7025,0.6948,0.2399,103927.001,16939.0527,0.7087,8.984531644035618,23.963584899902344,38.991859436035156
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9028,0.7453,0.3288,0.703,0.6979,0.2395,103997.1787,16949.1758,0.7097,8.98904370473239,23.977981567382812,39.011714935302734
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9022,0.7464,0.3285,0.7044,0.6979,0.2392,103872.1245,16948.0273,0.7113,8.988141292593035,24.025583267211914,38.98711395263672
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8951,0.7263,0.3372,0.7018,0.6797,0.242,108528.7555,16998.4043,0.693,9.0,23.938859939575195,38.52212142944336
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.8994,0.7136,0.33,0.7048,0.6946,0.2212,110181.5393,16987.2461,0.7099,8.992653353289807,24.040477752685547,38.91505813598633
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9016,0.7404,0.33,0.7074,0.6961,0.236,106453.2659,16970.0723,0.7146,8.992653353289807,24.129329681396484,38.9112663269043
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8988,0.7238,0.3241,0.6995,0.6944,0.2385,111311.6774,16939.498,0.7055,8.974905914549172,23.861473083496094,39.033409118652344
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9022,0.7464,0.3285,0.7044,0.6979,0.2392,103872.1245,16948.0273,0.7113,8.988141292593035,24.025583267211914,38.98711395263672
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.8418,0.5146,0.3615,0.595,0.6082,0.1532,165983.9189,16958.5625,0.5641,9.0,20.294086456298828,32.00189971923828
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8437,0.5153,0.3629,0.5972,0.6114,0.1543,165629.8265,16936.7832,0.5712,9.0,20.369991302490234,31.96698570251465
